"glottocode","iso_code","language_name","CLF","longitude","latitude","area","continent","status","family","source"
"vinc1243","svc","Vincentian Creole English",FALSE,-61.1963,13.2436,"North America","Americas","not endangered","Indo-European",NA
"vinm1237","vnm","Neve'ei",FALSE,167.427,-16.2253,"Papunesia","Pacific","shifting","Austronesian",NA
"vinz1238","vin","Vinza",FALSE,30.5699,-4.99312,"Africa","Africa","threatened","Atlantic-Congo",NA
"virg1240","vic","Virgin Islands Creole English",FALSE,-63.07851,18.04715,"North America","Americas","not endangered","Indo-European",NA
"vlax1238","rmy","Vlax Romani",FALSE,14.8451,46.8191,"Eurasia","Europe","not endangered","Indo-European",NA
"voti1245","vot","Votic",FALSE,28.6235,59.3802,"Eurasia","Europe","nearly extinct","Uralic",NA
"vunj1238","vun","Vunjo",FALSE,37.5847,-3.42531,"Africa","Africa","not endangered","Atlantic-Congo",NA
"vure1239","msn","Vurës",FALSE,167.451412,-13.905677,"Papunesia","Pacific","shifting","Austronesian",NA
"vute1244","vut","Vute",FALSE,11.8839,6.13603,"Africa","Africa","not endangered","Atlantic-Congo",NA
"vwan1235","wbi","Vwanji",FALSE,34.0757,-9.00683,"Africa","Africa","not endangered","Atlantic-Congo",NA
"waat1238","ssn","Waata",FALSE,37.8568,0.55656,"Africa","Africa","threatened","Afro-Asiatic",NA
"wadd1237","wbq","Waddar",FALSE,77.1673,19.8838,"Eurasia","Asia","not endangered","Dravidian",NA
"wadj1254","wdj","Wadjiginy",FALSE,130.737,-12.8596,"Australia","Pacific","moribund",NA,NA
"waff1241","waj","Waffa",FALSE,146.09,-6.55783,"Papunesia","Pacific","not endangered","Nuclear Trans New Guinea",NA
"waga1260","wga","Wagaya",FALSE,137.623,-20.329,"Australia","Pacific","moribund","Pama-Nyungan",NA
"wagd1238","wbr","Wagdi",FALSE,73.9022,23.6888,"Eurasia","Asia","not endangered","Indo-European",NA
"wage1238","waq","Wageman",FALSE,131.893,-13.8627,"Australia","Pacific","moribund",NA,NA
"waig1243","wbk","Waigali",FALSE,70.9761,35.0358,"Eurasia","Asia","shifting","Indo-European",NA
"waig1244","wgo","Waigeo",TRUE,130.917,-0.17957,"Papunesia","Asia","shifting","Austronesian","arnold_grammar_2018"
"wail1244","wlk","Wailaki",FALSE,-123.284,39.1513,"North America","Americas","extinct","Athabaskan-Eyak-Tlingit",NA
"waim1251","rro","Waima",FALSE,146.544,-8.67145,"Papunesia","Pacific","not endangered","Austronesian",NA
"waim1252","wmh","Waima'a",TRUE,126.317,-8.53416,"Papunesia","Asia","shifting","Austronesian","hull_waimaha_2002"
"waim1253","atr","Waimiri-Atroari",FALSE,-60.4259,-0.61832,"South America","Americas","shifting","Cariban",NA
"waim1255","bao","Waimaha",TRUE,-70.1644,0.30416,"South America","Americas","shifting","Tucanoan",NA
"waiw1244","waw","Waiwai",FALSE,-59.1417,1.50881,"South America","Americas","shifting","Cariban",NA
"waja1257","wbv","Wajarri",FALSE,117.153,-28.1761,"Australia","Pacific","moribund","Pama-Nyungan",NA
"waka1274","wkw","Wakawaka",FALSE,151.868,-26.248,"Australia","Pacific","nearly extinct","Pama-Nyungan",NA
"wakh1245","wbl","Wakhi",TRUE,73.9777,37.1768,"Eurasia","Asia","threatened","Indo-European","windfuhr_iranian_2012"
"wala1266","lgl","Wala",TRUE,160.741,-8.81936,"Papunesia","Pacific","not endangered","Austronesian","lovegren_wala_2015"
"wall1257","wls","East Uvean",FALSE,-176.207,-13.2903,"Papunesia","Pacific","not endangered","Austronesian",NA
"walm1241","wmt","Walmajarri",FALSE,126.113,-19.7229,"Australia","Pacific","shifting","Pama-Nyungan",NA
"wals1238","wae","Walser",FALSE,9.18266,46.6995,"Eurasia","Europe","threatened","Indo-European",NA
"wamb1257","wme","Wambule",TRUE,86.47646,27.14808,"Eurasia","Asia","threatened","Sino-Tibetan","opgenort_grammar_2004"
"wamb1258","wmb","Wambayan",FALSE,135.683,-17.496,"Australia","Pacific","nearly extinct","Mirndi",NA
"wamb1259","wms","Wambon",FALSE,140.48,-5.44334,"Papunesia","Asia","not endangered","Nuclear Trans New Guinea",NA
"wamp1249","wam","Wampanoag",FALSE,-73.3148,41.705,"North America","Americas","extinct","Algic",NA
"wand1263","wnd","Wandarang",FALSE,135.705,-14.2996,"Australia","Pacific","extinct","Mangarrayi-Maran",NA
"wand1267","wad","Wandamen",FALSE,133.996,-2.25622,"Papunesia","Asia","not endangered","Austronesian",NA
"wand1278","mfi","Wandala",FALSE,13.8996,11.3169,"Africa","Africa","not endangered","Afro-Asiatic",NA
"wane1241","wne","Waneci",FALSE,67.8327,30.0501,"Eurasia","Asia","not endangered","Indo-European",NA
"wang1291","wyb","Ngiyambaa",FALSE,146.18,-30.6481,"Australia","Pacific","nearly extinct","Pama-Nyungan",NA
"wang1294","lwg","Wanga",FALSE,34.477,0.343,"Africa","Africa","not endangered","Atlantic-Congo",NA
"wanm1242","wbt","Wanman",FALSE,122.325,-22.7078,"Australia","Pacific","moribund","Pama-Nyungan",NA
"want1252","wnc","Wantoat",FALSE,146.513,-6.15216,"Papunesia","Pacific","shifting","Nuclear Trans New Guinea",NA
"waor1240","auc","Waorani",FALSE,-76.683,-1.12312,"South America","Americas","shifting",NA,NA
"wapa1235","juk","Wapan",FALSE,9.83299,7.97862,"Africa","Africa","not endangered","Atlantic-Congo",NA
"wapi1253","wap","Wapishana",FALSE,-59.8021,2.58744,"South America","Americas","threatened","Arawakan",NA
"wapp1239","wao","Wappo",FALSE,-122.5,38.25,"North America","Americas","extinct","Yuki-Wappo",NA
"wara1290","wrz","Warray",FALSE,131.236,-13.0941,"Australia","Pacific","nearly extinct","Gunwinyguan",NA
"wara1292","wbf","Samue",FALSE,-5.37515,10.7283,"Africa","Africa","shifting","Atlantic-Congo",NA
"wara1294","tci","Anta-Komnzo-Wára-Wérè-Kémä",FALSE,141.52,-8.64917,"Papunesia","Pacific","shifting","Morehead-Wasur",NA
"wara1300","war","Waray (Philippines)",FALSE,125.012,11.4911,"Papunesia","Asia","not endangered","Austronesian",NA
"wara1302","wra","Warapu",FALSE,142.012,-3.07263,"Papunesia","Pacific","shifting","Sko",NA
"wara1303","wba","Warao",FALSE,-59.3528,7.50851,"South America","Americas","threatened",NA,NA
"ward1246","wrr","Wardaman",FALSE,132.604,-15.4155,"Australia","Pacific","moribund","Yangmanic",NA
"ware1253","wsa","Warembori",FALSE,137.566,-1.65941,"Papunesia","Asia","shifting","Austronesian",NA
"wari1266","wrs","Waris",FALSE,140.931,-3.139,"Papunesia","Pacific","shifting","Border",NA
"wari1268","pav","Wari'",FALSE,-64.56152,-10.69948,"South America","Americas","shifting","Chapacuran",NA
"warj1242","aml","War-Jaintia",TRUE,91.6266,25.1154,"Eurasia","Asia","not endangered","Austroasiatic","buhphang_noun_2013"
"warl1254","wbp","Warlpiri",FALSE,131.05,-20.1008,"Australia","Pacific","shifting","Pama-Nyungan",NA
"warl1256","wrb","Warluwara",FALSE,138.738,-22.2909,"Australia","Pacific","nearly extinct","Pama-Nyungan",NA
"warr1255","wgy","Warrgamay",FALSE,146.179,-18.5468,"Australia","Pacific","nearly extinct","Pama-Nyungan",NA
"warr1257",NA,"Warrnambool",FALSE,142.4608,-38.345,"Australia",NA,"extinct","Pama-Nyungan",NA
"warr1258","wwr","Warrwa",FALSE,123.971,-17.0965,"Australia","Pacific","nearly extinct","Nyulnyulan",NA
"waru1264","wrg","Warrongo",FALSE,144.37,-18.2496,"Australia","Pacific","extinct","Pama-Nyungan",NA
"waru1265","wrm","Warumungu",FALSE,134.375,-20.6479,"Australia","Pacific","moribund","Pama-Nyungan",NA
"wasc1239","wac","Wasco-Wishram",TRUE,-121.509,45.0278,"North America","Americas","extinct","Chinookan",NA
"wash1253","was","Washo",TRUE,-119.64,38.8184,"North America","Americas","moribund",NA,NA
"wask1241","wsk","Waskia",FALSE,145.979,-4.57978,"Papunesia","Pacific","not endangered","Nuclear Trans New Guinea",NA
"wata1253","wax","Watam",FALSE,144.583,-4.02591,"Papunesia","Pacific","shifting","Lower Sepik-Ramu",NA
"wath1238","wth","Wathawurrung",FALSE,144.1013148,-37.68777565,"Australia",NA,"extinct","Pama-Nyungan",NA
"waur1244","wau","Waurá",FALSE,-53.6971,-13.296,"South America","Americas","shifting","Arawakan",NA
"wawa1246","www","Wawa",FALSE,11.7802,6.68974,"Africa","Africa","shifting","Atlantic-Congo",NA
"waya1269","way","Wayana",FALSE,-54.4429,2.77537,"South America","Americas","shifting","Cariban",NA
"wayu1241","vay","Wayu",TRUE,86.1227,27.3047,"Eurasia","Asia","shifting","Sino-Tibetan",NA
"wayu1243","guc","Wayuu",TRUE,-72.199791,11.395566,"South America","Americas","threatened","Arawakan",NA
"weda1241","wed","Wedau",FALSE,150.172,-10.1246,"Papunesia","Pacific","not endangered","Austronesian",NA
"wels1247","cym","Welsh",FALSE,-4,52,"Eurasia","Europe","threatened","Indo-European",NA
"weri1253","wer","Weri",TRUE,146.914,-7.71834,"Papunesia","Pacific","not endangered","Goilalan","boxwell_co-referentiality_1990"
"wers1238","kvw","Wersing",TRUE,124.932,-8.33936,"Papunesia","Asia","threatened","Timor-Alor-Pantar","schapper_8_2014"
"west1510","ojw","Western Ojibwa",FALSE,-102.525,50.5664,"North America","Americas","shifting","Algic",NA
"west1511","tqt","Western Totonac",TRUE,-97.9486,20.4574,"North America","Americas","not endangered","Totonacan",NA
"west2354","fry","Western Frisian",FALSE,5.86091,53.143,"Eurasia","Europe","not endangered","Indo-European",NA
"west2356","wep","Westphalien",FALSE,7.499,51.459,"Eurasia","Europe","threatened","Indo-European",NA
"west2368","bgn","Western Balochi",FALSE,62.17,37.83,"Eurasia","Asia","not endangered","Indo-European",NA
"west2369","pes","Western Farsi",TRUE,55.1586,28.6593,"Eurasia","Asia","not endangered","Indo-European",NA
"west2386","pnb","Western Panjabi",FALSE,75.3474,30.0948,"Eurasia","Asia","not endangered","Indo-European",NA
"west2396","lcp","Western Lawa",FALSE,99.2057,19.8678,"Eurasia","Asia","threatened","Austroasiatic",NA
"west2397","brv","Western Bru",TRUE,104.754,16.4906,"Eurasia","Asia","threatened","Austroasiatic","engelkemier_aspects_2010"
"west2402","ybe","West Yugur",TRUE,99.3112,39.0548,"Eurasia","Asia","shifting","Turkic",NA
"west2408","mut","Western Muria",FALSE,80.7006,20.2384,"Eurasia","Asia","not endangered","Dravidian",NA
"west2409","kyu","Western Kayah",FALSE,97.4877,18.687,"Eurasia","Asia","not endangered","Sino-Tibetan",NA
"west2415","tdg","Western Tamang",FALSE,85.0563,28.0239,"Eurasia","Asia","threatened","Sino-Tibetan",NA
"west2420","kjl","Western Parbate Kham",TRUE,82.7348,28.6521,"Eurasia","Asia","not endangered","Sino-Tibetan","watters_grammar_2009"
"west2430","mmr","Western Xiangxi Miao",TRUE,109.67,28.33,"Eurasia","Asia","not endangered","Hmong-Mien",NA
"west2441","are","Western Arrarnta",FALSE,133.24621,-24.05052,"Australia","Pacific","shifting","Pama-Nyungan",NA
"west2458","bbp","West Central Banda",FALSE,24.1012,6.81435,"Africa","Africa","not endangered","Atlantic-Congo",NA
"west2465","ssl","Western Sisaala",FALSE,-2.36423,10.8561,"Africa","Africa","not endangered","Atlantic-Congo",NA
"west2466","kza","Western Karaboro",FALSE,-4.76482,10.6298,"Africa","Africa","not endangered","Atlantic-Congo",NA
"west2519","wyy","Western Fijian",FALSE,177.657,-17.8355,"Papunesia","Pacific","not endangered","Austronesian",NA
"west2538","txn","West Tarangan",FALSE,134.168,-6.62046,"Papunesia","Asia","threatened","Austronesian",NA
"west2548","drn","West Damar",FALSE,128.585,-7.12065,"Papunesia","Asia","not endangered","Austronesian",NA
"west2555","mbb","Western Bukidnon Manobo",FALSE,124.825,7.6682,"Papunesia","Asia","threatened","Austronesian",NA
"west2557","suc","Western Subanon",FALSE,122.341,7.79964,"Papunesia","Asia","not endangered","Austronesian",NA
"west2560","bdr","West Coast Bajau",TRUE,116.124,6.00631,"Papunesia","Asia","threatened","Austronesian",NA
"west2564","zbw","West Berawan",FALSE,114.528,3.9815,"Papunesia","Asia","threatened","Austronesian",NA
"west2594","dnw","Western Dani",FALSE,138.217,-3.77127,"Papunesia","Asia","not endangered","Nuclear Trans New Guinea",NA
"west2599","kew","West Kewa",FALSE,143.73,-6.32097,"Papunesia","Pacific","not endangered","Nuclear Trans New Guinea",NA
"west2600","mqs","West Makian",FALSE,127.63,0.45332,"Papunesia","Asia","threatened","North Halmahera",NA
"west2615","apw","Western Apache",FALSE,-110.123,33.8574,"North America","Americas","shifting","Athabaskan-Eyak-Tlingit",NA
"west2624","nhw","Western Huasteca Nahuatl",FALSE,-98.7711,21.3711,"North America","Americas","not endangered","Uto-Aztecan",NA
"west2630","abe","Western Abenaki",FALSE,-72.6511,46.1381,"North America","Americas","nearly extinct","Algic",NA
"west2632","kjq","Western Keres",FALSE,-107.517,34.9733,"North America","Americas","shifting","Keresan",NA
"west2635","knj","Akateko",TRUE,-91.8421,15.5932,"North America","Americas","shifting","Mayan",NA
"west2644","ctp","Western Highland Chatino",FALSE,-97.3244,16.2495,"North America","Americas","threatened","Otomanguean",NA
"west2650","cja","Western Cham",TRUE,104.026,12.4771,"Eurasia","Asia","threatened","Austronesian",NA
"west2721","gaz","West Central Oromo",FALSE,36.7365,8.81391,"Africa","Africa","not endangered","Afro-Asiatic",NA
"west2763","amw","Western Neo-Aramaic",FALSE,36.484,33.8162,"Eurasia","Asia","shifting","Afro-Asiatic",NA
"whit1267","giw","Duoluo Gelao",TRUE,105.07,23.0196,"Eurasia","Asia","moribund","Tai-Kadai",NA
"whit1269","tnp","Whitesands",FALSE,169.381,-19.5019,"Papunesia","Pacific","shifting","Austronesian",NA
"wich1260","wic","Wichita",FALSE,-98.1831,35.0665,"North America","Americas","extinct","Caddoan",NA
"wich1263","wlv","Wichí Lhamtés Vejoz",FALSE,-61.9117,-24.2189,"South America","Americas","threatened","Matacoan",NA
"wikm1247","wim","Wik-Mungkan",TRUE,141.81611,-13.98051,"Australia","Pacific","shifting","Pama-Nyungan","kilham_thematic_1977"
"wikn1245","wig","Wik-Ngathana",FALSE,141.532,-13.8691,"Australia","Pacific","shifting","Pama-Nyungan",NA
"wint1259","wit","Wintu",FALSE,-122.445,39.7176,"North America","Americas","extinct","Wintuan",NA
"wipi1242","gdr","Wipi",FALSE,143.064,-8.79741,"Papunesia","Pacific","not endangered","Eastern Trans-Fly",NA
"wira1262","wrh","Wiradhuri",FALSE,145.994,-34.0742,"Australia","Pacific","nearly extinct","Pama-Nyungan",NA
"wira1265","wgu","Wirangu",FALSE,134,-32,"Australia",NA,"extinct","Pama-Nyungan",NA
"wiru1244","wiu","Wiru",FALSE,144.214,-6.35863,"Papunesia","Pacific","threatened",NA,NA
"wiyo1248","wiy","Wiyot",TRUE,-122.952,39.2492,"North America","Americas","extinct","Algic",NA
"woga1249","wog","Wogamusin",TRUE,142.401,-4.22936,"Papunesia","Pacific","shifting","Sepik",NA
"woii1237","wbw","Woi",FALSE,135.484,-1.62746,"Papunesia","Asia","shifting","Austronesian",NA
"woiw1237","wyi","Woiwurrung",FALSE,145.5879962,-37.64264501,"Australia",NA,"extinct","Pama-Nyungan",NA
"wola1242","wal","Wolaytta",FALSE,37.7537,6.32668,"Africa","Africa","not endangered","Ta-Ne-Omotic",NA
"wola1253","wle","Wolane",FALSE,38.14,8.23,"Africa","Africa","not endangered","Afro-Asiatic",NA
"wole1240","woe","Woleaian",TRUE,143.916,7.37957,"Papunesia","Pacific","shifting","Austronesian","bender_numeral_2006"
"woli1241","wlo","Wolio",TRUE,122.67,-5.33,"Papunesia","Asia","threatened","Austronesian",NA
"wong1247","won","Wongo",FALSE,20.5054,-5.73837,"Africa","Africa","not endangered","Atlantic-Congo",NA
"wood1236","cwd","Woods Cree",FALSE,-99,57,"North America","Americas","threatened","Algic",NA
"wori1245","kda","Worimi",FALSE,152.107,-32.4806,"Australia","Pacific","extinct","Pama-Nyungan",NA
"woro1256","jud","Worodougou",FALSE,-6.72244,8.23453,"Africa","Africa","not endangered","Mande",NA
"worr1237","wro","Worrorra",FALSE,124.881218,-15.612781,"Australia",NA,"extinct","Worrorran",NA
"wotu1240","wtw","Wotu",TRUE,120.9,-2.59593,"Papunesia","Asia","shifting","Austronesian","mead_wotu_2013"
"woun1238","noa","Woun Meu",FALSE,-78,8.5,"South America","Americas","shifting","Chocoan",NA
"wuch1236","wuu","Wu Chinese",TRUE,119.682,29.8621,"Eurasia","Asia","not endangered","Sino-Tibetan",NA
"wulg1239",NA,"Wulguru",FALSE,146.3453957,-19.85103121,"Australia",NA,"extinct","Pama-Nyungan",NA
"wuna1249","wub","Wunambal",FALSE,125.72,-14.8347,"Australia","Pacific","moribund","Worrorran",NA
"wutu1241","wuh","Wutunhua",TRUE,101.957,35.269,"Eurasia","Asia","shifting","Sino-Tibetan",NA
"wutu1244","wut","Wutung",FALSE,141.104,-2.64636,"Papunesia","Pacific","shifting","Sko",NA
"wuvu1239","wuv","Wuvulu-Aua",TRUE,142.851,-1.73938,"Papunesia","Pacific","not endangered","Austronesian","hafford_wuvulu_2014"
"wyan1247","wya","Wyandot",FALSE,-77.5,44.33,"North America","Americas","nearly extinct","Iroquoian",NA
"wymy1235","wym","Wymysorys",FALSE,19.15195,49.91617,"Eurasia","Europe","moribund","Indo-European",NA
"xamm1241","xam","/Xam",FALSE,20.1733,-31.7612,"Africa","Africa","extinct","Tuu",NA
"xamt1239","xan","Xamtanga",FALSE,38.8352,12.4479,"Africa","Africa","not endangered","Afro-Asiatic",NA
"xana1235","ztg","Xanaguía Zapotec",FALSE,-96.1927,15.9748,"North America","Americas","threatened","Otomanguean",NA
"xara1244","ane","Xârâcùù",TRUE,165.996,-21.7034,"Papunesia","Pacific","not endangered","Austronesian",NA
"xegw1238","xeg","//Xegwi",FALSE,30.4028,-26.3407,"Africa","Africa","extinct","Tuu",NA
"xhos1239","xho","Xhosa",FALSE,28.0769,-31.0389,"Africa","Africa","not endangered","Atlantic-Congo",NA
"xian1251","hsn","Xiang Chinese",TRUE,111.47112,27.66847,"Eurasia","Asia","not endangered","Sino-Tibetan",NA
"xibe1242","sjo","Xibe",TRUE,81.0034,43.5854,"Eurasia","Asia","threatened","Tungusic",NA
"xico1235","too","Xicotepec De Juárez Totonac",FALSE,-97.7463,20.6532,"North America","Americas","not endangered","Totonacan",NA
"xinc1246",NA,"Xinca-Guazacapan",FALSE,-90.416651,14.069981,"North America",NA,"extinct","Xincan",NA
"xish1235","ywt","Xishanba Lalo",TRUE,100.711,24.8709,"Eurasia","Asia","threatened","Sino-Tibetan","bjorverud_grammar_1998"
"xokl1240","xok","Xokleng",FALSE,-49.5886,-26.9217,"South America","Americas","shifting","Nuclear-Macro-Je",NA
"yaak1241","muu","Yaaku",FALSE,37.1008,0.46863,"Africa","Africa","moribund","Afro-Asiatic",NA
"yabe1254","jae","Yabem",FALSE,147.81,-6.67052,"Papunesia","Pacific","threatened","Austronesian",NA
"yaey1239","rys","Yaeyama",TRUE,123.801,24.3401,"Eurasia","Asia","shifting","Japonic",NA
"yaga1256",NA,"Yagara-Jandai",FALSE,152.4602773,-27.87647555,"Australia",NA,"extinct","Pama-Nyungan",NA
"yaga1260","ygr","Yagaria",FALSE,145.388,-6.32432,"Papunesia","Pacific","not endangered","Nuclear Trans New Guinea",NA
"yagn1238","yai","Yagnobi",FALSE,69.2422,39.1486,"Eurasia","Asia","threatened","Indo-European",NA
"yagu1244","yad","Yagua",TRUE,-72.2186,-3.42913,"South America","Americas","shifting","Peba-Yagua",NA
"yaka1277","yka","Yakan",FALSE,122.021729,6.531023,"Papunesia","Asia","not endangered","Austronesian",NA
"yaki1237","yak","Northwest Sahaptin",FALSE,-120.756,46.2655,"North America","Americas","nearly extinct","Sahaptian",NA
"yakk1236","ybh","Yakkha",TRUE,87.9306,27.3714,"Eurasia","Asia","shifting","Sino-Tibetan","schackow_grammar_nodate"
"yaku1245","sah","Sakha",FALSE,133.98,61.6974,"Eurasia","Asia","threatened","Turkic",NA
"yala1262","ylr","Yalarnnga",FALSE,139.511,-21.731,"Australia","Pacific","extinct","Pama-Nyungan",NA
"yala1263","yba","Yala",FALSE,8.60748,6.73852,"Africa","Africa","not endangered","Atlantic-Congo",NA
"yala1266","jal","Yalahatan-Haruru-Awaiya",FALSE,129.315,-3.3619,"Papunesia","Asia","threatened","Austronesian",NA
"yale1246","nce","Yale",FALSE,141.566,-3.79762,"Papunesia","Pacific","shifting",NA,NA
"yalu1240","yal","Yalunka",FALSE,-11.2836,9.97186,"Africa","Africa","not endangered","Mande",NA
"yama1264","yag","Yámana",FALSE,-68.2648,-55.2748,"South America","Americas","nearly extinct",NA,NA
"yamb1251","yam","Yamba",FALSE,11.07711,6.535505,"Africa","Africa","not endangered","Atlantic-Congo",NA
"yami1254","tao","Yami",FALSE,121.544,22.055,"Papunesia","Asia","moribund","Austronesian",NA
"yami1256","yaa","Yaminahua",FALSE,-71.5964,-9.8846,"South America","Americas","extinct","Pano-Tacanan",NA
"yamp1242","ybi","Yamphu",TRUE,87.0441,27.6322,"Eurasia","Asia","shifting","Sino-Tibetan",NA
"yana1271","ynn","Yana",FALSE,-121.608,39.2769,"North America",NA,"extinct",NA,NA
"yand1253","ynd","Yandruwandha",FALSE,140.583,-28.4744,"Australia","Pacific","nearly extinct","Pama-Nyungan",NA
"yand1257","dym","Yanda Dom Dogon",FALSE,-3.15,14.63,"Africa","Africa","shifting","Dogon",NA
"yane1238","ame","Yanesha'",FALSE,-75.315,-10.5454,"South America","Americas","shifting","Arawakan",NA
"yang1286","zyg","Yang Zhuang",TRUE,107.3622,21.83753,"Eurasia","Asia","not endangered","Tai-Kadai",NA
"yank1247","kdd","Yankunytjatjara",FALSE,133.577,-26.4064,"Australia","Pacific","nearly extinct","Pama-Nyungan",NA
"yann1237","jay","Yan-nhangu",FALSE,134.877,-12.0853,"Australia","Pacific","shifting","Pama-Nyungan",NA
