Glottocode,ISO,Language_name,CLF,Longitude,Latitude,Area,Continent,Status,Family,Citation
sout2649,pbt,Southern Pashto,FALSE,68.25,37.17,Eurasia,Asia,not endangered,Indo-European,NA
sout2672,psi,Southeast Pashayi,FALSE,70.30351,34.43099,Eurasia,Asia,threatened,Indo-European,NA
sout2694,alt,Southern Altai,FALSE,86.8705,50.1347,Eurasia,Asia,shifting,Turkic,NA
sout2697,azb,South Azerbaijani,TRUE,48.4302,36.5137,Eurasia,Asia,not endangered,Turkic,Lee 2008
sout2699,uzs,Southern Uzbek,TRUE,60.6907,36.6099,Eurasia,Asia,not endangered,Turkic,NA
sout2715,ghe,Southern Ghale,FALSE,84.8511,28.106,Eurasia,Asia,threatened,Sino-Tibetan,NA
sout2728,qxs,Southern Qiang,TRUE,103.384,31.5392,Eurasia,Asia,shifting,Sino-Tibetan,NA
sout2729,pmj,Southern Pumi,TRUE,100.622,27.8408,Eurasia,Asia,threatened,Sino-Tibetan,NA
sout2730,bfs,Southern Bai,TRUE,100.289,25.519,Eurasia,Asia,not endangered,Sino-Tibetan,NA
sout2739,tjs,Southern Tujia,TRUE,110.022,28.2368,Eurasia,Asia,moribund,Sino-Tibetan,NA
sout2741,kmc,Southern Dong,TRUE,109.222,25.8874,Eurasia,Asia,not endangered,Tai-Kadai,NA
sout2750,yux,Southern Yukaghir,FALSE,154.375,64.218,Eurasia,Asia,nearly extinct,Yukaghir,NA
sout2774,ijs,Southeast Ijo,FALSE,6.32192,4.44235,Africa,Africa,threatened,Ijoid,Ẹfẹḅọ 1967
sout2778,kss,Southern Kisi,FALSE,-10.3377,8.32448,Africa,Africa,not endangered,Atlantic-Congo,Childs 1988
sout2782,fal,South Fali,FALSE,13.6164,9.51408,Africa,Africa,not endangered,Atlantic-Congo,NA
sout2789,dga,Central Dagaare,FALSE,-2.52265,10.4226,Africa,Africa,not endangered,Atlantic-Congo,NA
sout2797,wib,Southern Toussian,TRUE,-4.65678,10.877,Africa,Africa,threatened,Atlantic-Congo,NA
sout2807,sot,Southern Sotho,FALSE,27.8951,-30.4445,Africa,Africa,not endangered,Atlantic-Congo,NA
sout2808,nbl,Sumayela Ndebele,FALSE,29.048,-25.6272,Africa,Africa,not endangered,Atlantic-Congo,NA
sout2826,grj,Southern Grebo,FALSE,-7.56872,4.47607,Africa,Africa,not endangered,Atlantic-Congo,Innes 1966
sout2832,dik,Southwestern Dinka,FALSE,28.0613,8.81115,Africa,Africa,not endangered,Nilotic,Nebel 1947
sout2840,bwq,Southern Bobo Madaré,FALSE,-4.26497,11.5409,Africa,Africa,not endangered,Mande,NA
sout2856,erk,South Efate,FALSE,168.377,-17.7006,Papunesia,Pacific,not endangered,Austronesian,Thieberger 2006
sout2857,sns,Nahavaq,FALSE,167.477,-16.5116,Papunesia,Pacific,shifting,Austronesian,NA
sout2859,tvk,Southeast Ambrym,FALSE,168.211,-16.2975,Papunesia,Pacific,not endangered,Austronesian,Crowley 2002
sout2869,nwi,Southwest Tanna,FALSE,169.35603,-19.57953,Papunesia,Pacific,not endangered,Austronesian,NA
sout2895,nxl,South Nuaulu,TRUE,129.148,-3.23411,Papunesia,Asia,not endangered,Austronesian,Bolton 1990
sout2896,lmf,Eastern Atadei,FALSE,123.531,-8.49783,Papunesia,Asia,not endangered,Austronesian,Krauße 2016
sout2912,bln,Coastal-Virac Bikol,FALSE,124.29,13.6989,Papunesia,Asia,not endangered,Austronesian,Meman 1990
sout2918,ssb,Southern Sama,FALSE,119.483887,4.755836,Papunesia,Asia,not endangered,Austronesian,NA
sout2949,kjd,Southern Kiwai,FALSE,143.244,-8.64889,Papunesia,Pacific,not endangered,Kiwaian,Ray 1931
sout2954,ams,Southern Amami-Oshima,TRUE,129.285,28.1955,Eurasia,Asia,shifting,Japonic,Niinaga 2014
sout2956,hax,Southern Haida,TRUE,-132.008,53.2616,North America,Americas,nearly extinct,Haida,NA
sout2957,tce,Southern Tutchone,FALSE,-136.573,60.7823,North America,Americas,moribund,Athabaskan-Eyak-Tlingit,Johnson 2012
sout2961,tix,Southern Tiwa,FALSE,-106.661,34.7873,North America,Americas,shifting,Kiowa-Tanoan,Leap 1970
sout2965,slh,Southern Puget Sound Salish,FALSE,-122.141,47.263,North America,Americas,shifting,Salishan,Snyder 1968
sout2976,stp,Southeastern Tepehuan,FALSE,-103.983,23.1584,North America,Americas,threatened,Uto-Aztecan,Salido 2014
sout2982,pom,Southeastern Pomo,FALSE,-122.599,38.9354,North America,Americas,extinct,Pomoan,Moshinsky 1974
sout2984,peq,Southern Pomo,FALSE,-122.545,38.7643,North America,Americas,nearly extinct,Pomoan,Walker 2013
sout2985,skd,Southern Sierra Miwok,FALSE,-120.507,38.2363,North America,Americas,nearly extinct,Miwok-Costanoan,NA
sout2986,css,Southern Ohlone,FALSE,-121.487098,36.787073,North America,Americas,extinct,Miwok-Costanoan,Shaul 2012
sout2991,quh,South Bolivian Quechua,FALSE,-66.3331,-20.9201,South America,Americas,not endangered,Quechuan,Lastra 1968
sout2992,qxo,Southern Conchucos Ancash Quechua,FALSE,-76.9854,-9.30995,South America,Americas,threatened,Quechuan,Hintz 2007
sout2994,nab,Southern Nambikuára,FALSE,-59.5187,-14.3707,South America,Americas,shifting,Nambiquaran,Kroeker 2001
sout2996,ayc,Southern Aymara,FALSE,-70.3442,-17.1417,South America,Americas,not endangered,Aymaran,Coler 2014
sout2999,pmz,Southern Pame,FALSE,-99.334,20.966,North America,Americas,extinct,Otomanguean,Manrique C. 1967
sout3123,ajp,South Levantine Arabic,FALSE,38.0837,31.5601,Eurasia,Asia,not endangered,Afro-Asiatic,Belinkov  2014
sout3236,unknow,Southern Gumuz,FALSE,35.51,9.98,NA,NA,not endangered,Gumuz,Uzar 1997
sout3261,unknow,Southwestern Dargwa,FALSE,47.565486,41.977226,NA,NA,NA,Nakh-Daghestanian,Forker 2020
spit1240,spt,Spiti Bhoti,FALSE,77.833,32.526,Eurasia,Asia,shifting,Sino-Tibetan,NA
spok1245,spo,Spokane,FALSE,-118.062,47.9087,North America,Americas,moribund,Salishan,Carlson 1972
squa1248,squ,Squamish,TRUE,-123.014,49.3231,North America,Americas,nearly extinct,Salishan,Hill-Tout 1900
sran1240,srn,Sranan Tongo,FALSE,-55.33,5.83,South America,Americas,not endangered,Indo-European,Winford and Plag 2013
sril1245,sci,Sri Lanka Malay,FALSE,79.864,6.91603,Eurasia,Asia,shifting,Austronesian,Slomanson 2013
stan1288,spa,Spanish,FALSE,-1.11788,40.4414,Eurasia,Americas,not endangered,Indo-European,NA
stan1289,cat,Catalan,FALSE,1.569,41.453,Eurasia,Europe,threatened,Indo-European,NA
stan1290,fra,French,FALSE,2,48,Eurasia,Europe,not endangered,Indo-European,NA
stan1293,eng,English,FALSE,-1,53,Eurasia,Americas,not endangered,Indo-European,NA
stan1295,deu,German,TRUE,12.4676,48.649,Eurasia,Europe,not endangered,Indo-European,Krifka 2008
stan1306,zsm,Standard Malay,TRUE,101.699,3.08896,Eurasia,Asia,not endangered,Austronesian,Ajamiseba 1983
stan1318,arb,Standard Arabic,FALSE,43.8525,27.9625,Eurasia,Asia,not endangered,Afro-Asiatic,Birnstiel 2019
stod1241,sbu,Stod Bhoti,FALSE,77.116,32.497,Eurasia,Asia,not endangered,Sino-Tibetan,Sharma 1992
ston1242,sto,Stoney,FALSE,-114.984,51.1939,North America,Americas,shifting,Siouan,Rhyasen Erdman 1997
stra1244,str,Straits Salish,FALSE,-123.757114,48.51614,North America,Americas,nearly extinct,Salishan,Galloway 1990
suab1238,szp,Suabo,FALSE,132.157,-2.07971,Papunesia,Asia,nearly extinct,Inanwatan,de Vries 2004
suba1238,sxb,Suba,FALSE,34.1033,-0.95719,Africa,Africa,not endangered,Atlantic-Congo,NA
suba1252,ssc,Suba-Simbiti,FALSE,34.268,-1.103296,Africa,Africa,threatened,Atlantic-Congo,NA
subi1246,sbs,Subiya,FALSE,24.8867,-17.5696,Africa,Africa,threatened,Atlantic-Congo,NA
subt1250,sut,Subtiaba,FALSE,-86.9166,12.4667,North America,Americas,extinct,Otomanguean,Sapir 1925
suda1236,apd,Sudanese Arabic,FALSE,33.3179,17.8021,Africa,Africa,not endangered,Afro-Asiatic,NA
suda1237,pga,Sudanese Creole Arabic,FALSE,28.774,5.654,Africa,Africa,not endangered,Afro-Asiatic,Manfredi and Petrollino 2013
sude1239,tgo,Sudest,TRUE,153.488,-11.5229,Papunesia,Pacific,not endangered,Austronesian,NA
suen1241,sue,Suena,FALSE,147.534,-7.76339,Papunesia,Pacific,shifting,Nuclear Trans New Guinea,NA
suga1248,sgi,Nizaa,FALSE,12.3779,7.12906,Africa,Africa,not endangered,Atlantic-Congo,NA
suii1243,swi,Sui,TRUE,106.563,24.0488,Eurasia,Asia,not endangered,Tai-Kadai,NA
suku1272,syk,Sukur,FALSE,13.6437,10.8933,Africa,Africa,threatened,Afro-Asiatic,NA
sulk1246,sua,Sulka,FALSE,151.891,-5.03471,Papunesia,Pacific,shifting,NA,NA
sulu1241,suv,Eastern Puroik,FALSE,92.3557,27.6589,Eurasia,Asia,shifting,Sino-Tibetan,Tayeng 1990
sumb1241,smw,Sumbawa,TRUE,117.472,-8.71919,Papunesia,Asia,not endangered,Austronesian,Hayami-Allen 1995
sume1241,sux,Sumerian,FALSE,45.6667,31.3,Eurasia,NA,extinct,NA,Michalowski 2004
sumi1235,nsm,Sumi Naga,FALSE,94.4235,25.9996,Eurasia,Asia,not endangered,Sino-Tibetan,NA
sund1252,sun,Sundanese,TRUE,107.106,-6.89708,Papunesia,Asia,not endangered,Austronesian,Blust 2013
sunw1242,suz,Sunwar,TRUE,86.2476,27.5201,Eurasia,Asia,shifting,Sino-Tibetan,Borchers 2008
supy1237,spp,Supyire Senoufo,FALSE,-5.87709,11.632,Africa,Africa,not endangered,Atlantic-Congo,NA
surg1248,unknow,Surgut Khanty,FALSE,73.35,61.25,Eurasia,NA,nearly extinct,Uralic,Abondolo 1998
suri1267,suq,Tirma-Chai,FALSE,35.0823,6.03205,Africa,Africa,threatened,Surmic,NA
surs1246,sgz,Sursurunga,FALSE,152.768,-3.99078,Papunesia,Pacific,not endangered,Austronesian,NA
susu1250,sus,Susu,FALSE,-13.3628,10.4046,Africa,Africa,not endangered,Mande,NA
svan1243,sva,Svan,FALSE,42.5915,42.9134,Eurasia,Asia,threatened,Kartvelian,NA
swab1242,swg,Swabian,FALSE,7.12775,49.3879,Eurasia,Europe,threatened,Indo-European,Russ 1990
swah1253,swh,Swahili,FALSE,37.624,-8.25605,Africa,Africa,shifting,Atlantic-Congo,NA
swam1239,csw,Swampy Cree,FALSE,-95,56,North America,Americas,threatened,Algic,Ellis 1983
swat1243,ssw,Swati,FALSE,31.5,-26,Africa,Africa,threatened,Atlantic-Congo,NA
swed1254,swe,Swedish,FALSE,17.389526,59.800634,Eurasia,Europe,not endangered,Indo-European,NA
swis1247,gsw,Swiss German,FALSE,8.46419,47.0516,Eurasia,Europe,threatened,Indo-European,NA
syan1242,unknow,Syan,FALSE,34.337012,1.280475,Africa,NA,NA,Atlantic-Congo,Huntingford 1965
sydn1236,xdk,Sydney,FALSE,150.3490464,-33.52925837,Australia,NA,extinct,Pama-Nyungan,Steele 2005
sylh1242,syl,Sylheti,TRUE,92.25347,24.83724,Eurasia,Asia,not endangered,Indo-European,Mishra and Bhattacharjee 2013
taba1263,tby,Tabaru,FALSE,127.633,1.46563,Papunesia,Asia,not endangered,North Halmahera,Kotynski 1988
taba1266,chf,Tabasco Chontal,TRUE,-92.7367,18.1713,North America,Americas,threatened,Mayan,NA
tach1250,shi,Tachelhit,FALSE,-7.77879,29.7854,Africa,Africa,not endangered,Afro-Asiatic,NA
tada1238,dsq,Tadaksahak,FALSE,2.32653,16.685,Africa,Africa,not endangered,Songhay,NA
tafi1243,tcd,Tafi,FALSE,0.39875,6.79522,Africa,Africa,threatened,Atlantic-Congo,NA
taga1270,tgl,Tagalog,FALSE,121.747,14.06,Papunesia,Asia,not endangered,Austronesian,NA
tagb1258,tbw,Tagbanwa,FALSE,118.497,9.54263,Papunesia,Asia,not endangered,Austronesian,NA
tagi1240,tgx,Tagish,FALSE,-134.799,60.242,North America,Americas,nearly extinct,Athabaskan-Eyak-Tlingit,Wren and Kemble 1994
tagi1241,tgj,Tagin,TRUE,94.221711,27.986064,Eurasia,NA,threatened,Sino-Tibetan,Mara 2010
tago1246,tag,Tagoi,FALSE,30.9306,12.0346,Africa,Africa,threatened,Rashad,NA
taha1241,thv,Tahaggart Tamahaq,FALSE,8.73169,22.5908,Africa,Africa,threatened,Afro-Asiatic,NA
tahi1242,tah,Tahitian,FALSE,-149.45,-17.6485,Papunesia,Pacific,not endangered,Austronesian,NA
tahl1239,tht,Tahltan,FALSE,-130.052,58.4498,North America,Americas,nearly extinct,Athabaskan-Eyak-Tlingit,Alderete and Blenkiron 2014
taia1239,gpn,Taiap,FALSE,144.506,-4.05047,Papunesia,Pacific,moribund,NA,Kulick and Terrill 2019
taid1247,blt,Tai Dam,TRUE,102.928,18.9572,Eurasia,Asia,not endangered,Tai-Kadai,Yuttapontada 2010
taid1248,tyj,Tai Do-Mene-Yo,TRUE,104.938,19.1801,Eurasia,Asia,not endangered,Tai-Kadai,NA
taid1249,tyr,Tai Daeng,TRUE,104.625,20.4559,Eurasia,Asia,shifting,Tai-Kadai,NA
taid1250,twh,Tai Dón,TRUE,103.570496667,21.84898,Eurasia,Asia,not endangered,Tai-Kadai,NA
tain1252,tdd,Tai Nüa,TRUE,99.722,21.7837,Eurasia,Asia,shifting,Tai-Kadai,NA
tain1253,ago,Tainae,FALSE,145.682,-7.40306,Papunesia,Pacific,not endangered,Angan,NA
tair1256,uar,Tairuma,FALSE,145.732,-7.94866,Papunesia,Pacific,not endangered,Eleman,NA
tait1250,dav,Taita,FALSE,38.57254,-3.79347,Africa,Africa,not endangered,Atlantic-Congo,Sakamoto 2005
taiz1242,acq,Ta'izzi-Adeni Arabic,FALSE,45.6411,13.6555,Eurasia,Asia,not endangered,Afro-Asiatic,Feghali 1991
taji1245,tgk,Tajik,TRUE,68.5549,38.8213,Eurasia,Asia,not endangered,Indo-European,NA
taji1246,tdj,Tajio,TRUE,120.01,-0.31553,Papunesia,Asia,shifting,Austronesian,Mayani 2013
take1255,tks,Takestani,FALSE,47.9954,38.1971,Eurasia,Asia,not endangered,Indo-European,Henning 1954
take1257,tkm,Takelma,FALSE,-123.452,42.423,North America,Americas,extinct,NA,Sapir 1990
taki1248,tbc,Takia,FALSE,145.975,-4.69057,Papunesia,Pacific,not endangered,Austronesian,Ross 2002
taku1257,nho,Takuu,FALSE,157.032085,-4.773094,Papunesia,Pacific,not endangered,Austronesian,NA
tala1285,tld,Talaud,FALSE,126.795,4.11846,Papunesia,Asia,not endangered,Austronesian,Utsumi 2013
tali1259,tlr,Talise,FALSE,160.231,-9.76764,Papunesia,Pacific,not endangered,Austronesian,Capell 1930
taly1247,tly,North-Central Talysh,TRUE,48.6349,38.4552,Eurasia,Asia,not endangered,Indo-European,Stilo 2018
tama1365,taq,Tamasheq,FALSE,-2.41269,14.2038,Africa,Africa,shifting,Afro-Asiatic,NA
tamb1254,kzt,Tambunan Dusun,TRUE,116.373,5.68284,Papunesia,Asia,threatened,Austronesian,Omar 1980
tami1289,tam,Tamil,TRUE,78.825989,10.520219,Eurasia,Asia,not endangered,Dravidian,Agesthialingom 1967
tana1289,tfn,Tanaina,FALSE,-150.759,60.4712,North America,Americas,moribund,Athabaskan-Eyak-Tlingit,Boraas 2010
tana1290,tcb,Tanacross,FALSE,-143.338,63.4046,North America,Americas,nearly extinct,Athabaskan-Eyak-Tlingit,Holton 2000
tang1334,txg,Tangut,TRUE,102.246464,38.894904,Eurasia,NA,extinct,Sino-Tibetan,Gong 2017
tang1336,nmf,East-Central Tangkhul Naga,FALSE,94.3567,25.0489,Eurasia,Asia,shifting,Sino-Tibetan,NA
tang1347,tgp,Movono,FALSE,166.958,-15.5643,Papunesia,Pacific,shifting,Austronesian,NA
tang1373,unknow,Tangwang,TRUE,103.54273,35.803799,Eurasia,NA,shifting,Sino-Tibetan,Xu 2017
tang1377,unknow,Tangam,TRUE,94.98,28.95,Eurasia,NA,threatened,Sino-Tibetan,Post 2017
tani1257,tnc,Tanimuca-Retuarã,TRUE,-70.3853,-0.59023,South America,Americas,shifting,Tucanoan,Strom 1992
tape1242,afp,Tapei,FALSE,143.337,-4.77763,Papunesia,Pacific,shifting,Arafundi,Hoenigman 2015
tapi1253,tpj,Tapieté,FALSE,-62.684,-21.4169,South America,Americas,shifting,Tupian,NA
tara1313,tro,Tarao,FALSE,94.1703,24.4003,Eurasia,Asia,shifting,Sino-Tibetan,Singh 2002
tari1256,tae,Tariana,TRUE,-68.9042,0.440205,South America,Americas,nearly extinct,Arawakan,NA
tari1263,rif,Tarifiyt-Beni-Iznasen-Eastern Middle Atlas Berber,FALSE,-3.430616,34.916974,Africa,Africa,moribund,Afro-Asiatic,NA
taro1263,yer,Tarok,FALSE,10.0288,8.98356,Africa,Africa,not endangered,Atlantic-Congo,NA
taro1264,trv,Seediq,FALSE,121.358,23.9032,Papunesia,Asia,nearly extinct,Austronesian,NA
tasa1240,twq,Tasawaq,FALSE,6.92037,16.7814,Africa,Africa,shifting,Songhay,NA
tase1235,nst,Pangwa Naga,FALSE,96.3855,27.2572,Eurasia,Asia,threatened,Sino-Tibetan,NA
tata1255,tat,Tatar,TRUE,50,55,Eurasia,Europe,nearly extinct,Turkic,Burbiel 2018
tata1257,txx,Tatana,TRUE,115.553,5.49808,Papunesia,Asia,threatened,Austronesian,Pekkanen 1988
tata1258,cta,Tataltepec Chatino,TRUE,-97.5311,16.2963,North America,Americas,threatened,Otomanguean,Sullivant 2015
tatu1247,tav,Tatuyo,TRUE,-70.5327,0.55582,South America,Americas,shifting,Tucanoan,Bostrom 1998
taul1251,tuh,Taulil,FALSE,152.095,-4.44425,Papunesia,Pacific,shifting,Taulil-Butam,Meng 2018
taus1251,tsg,Tausug,FALSE,118.88,5.12236,Papunesia,Asia,not endangered,Austronesian,NA
tauy1241,tya,Tauya,FALSE,145.366,-5.74255,Papunesia,Pacific,not endangered,Nuclear Trans New Guinea,NA
tavr1235,rmu,Tavringer Romani,FALSE,14.4036,62.2313,Eurasia,Europe,extinct,Mixed Language,"Carling, Ambrazaitis and Lindell 2014"
tawa1275,tbo,Tawala,FALSE,150.644,-10.3115,Papunesia,Pacific,not endangered,Austronesian,NA
tawa1286,ttq,Tawallammat Tamajaq,FALSE,4.47692,13.9878,Africa,Africa,not endangered,Afro-Asiatic,NA
taya1257,thz,Tayart Tamajeq,FALSE,7.6743,16.9232,Africa,Africa,threatened,Afro-Asiatic,NA
tayo1238,cks,Tayo,FALSE,166.546,-22.2277,Papunesia,Pacific,shifting,Indo-European,Ehrhart and Revis 2013
tayy1238,tyz,Tày,FALSE,106.167,21.6448,Eurasia,Asia,threatened,Tai-Kadai,Day 1966
tazn1238,grr,Sud Oranais-Gourara,FALSE,0.01992,29.1107,Africa,Africa,threatened,Afro-Asiatic,Kossmann 2010
tbol1240,tbl,Tboli,FALSE,124.538,6.20377,Papunesia,Asia,not endangered,Austronesian,NA
tean1237,tkw,Teanu,FALSE,166.868,-11.6752,Papunesia,Pacific,moribund,Austronesian,NA
tebu1239,dtu,Tebul Ure Dogon,TRUE,-3.1,14.66,Africa,Africa,threatened,Dogon,Heath 2014
tedi1235,ctd,Tedim Chin,FALSE,93.519,23.6079,Eurasia,Asia,not endangered,Sino-Tibetan,NA
tehi1237,kps,Tehit,TRUE,131.985,-1.51049,Papunesia,Asia,threatened,West Bird's Head,NA
tehu1242,teh,Tehuelche,FALSE,-68.3235,-47.5796,South America,Americas,nearly extinct,Chonan,NA
teiw1235,twe,Teiwa,TRUE,124.174,-8.37662,Papunesia,Asia,shifting,Timor-Alor-Pantar,Klamer 2010
tele1256,tlf,Telefol,FALSE,141.731,-5.07444,Papunesia,Pacific,shifting,Nuclear Trans New Guinea,Healey 1966
telu1262,tel,Telugu,TRUE,78.7024,16.4529,Eurasia,Asia,not endangered,Dravidian,Ranganadhacaryulu 1987
temb1276,tqb,Tenetehara,FALSE,-48.2359,-2.6123,South America,Americas,moribund,Tupian,NA
temi1246,tea,Temiar,FALSE,101.438,4.974,Eurasia,Asia,threatened,Austroasiatic,NA
temi1247,soz,Temi,FALSE,35.8035,-2.19303,Africa,Africa,not endangered,Atlantic-Congo,NA
temp1235,tdu,Tempasuk Dusun,FALSE,116.545,6.36389,Papunesia,Asia,threatened,Austronesian,Robinson 2005
tena1240,quw,Tena Lowland Quichua,FALSE,-77.5404,-0.76271,South America,Americas,threatened,Quechuan,NA
tene1248,dtk,Tengou-Togo Dogon,FALSE,-3.37158,14.0675,Africa,Africa,not endangered,Dogon,Heath 2015
teng1272,tes,Tengger,FALSE,113.037,-7.89069,Papunesia,Asia,not endangered,Austronesian,Conners 2008
tenh1241,pah,Tenharim-Parintintin-Diahoi,FALSE,-61.936,-7.92626,South America,Americas,shifting,Tupian,NA
tenn1245,tct,T'en,TRUE,107.309,25.6717,Eurasia,Asia,shifting,Tai-Kadai,NA
tenn1246,tex,Tennet,FALSE,32.6307,4.91107,Africa,Africa,shifting,Surmic,NA
teop1238,tio,Teop,FALSE,154.971,-5.67474,Papunesia,Pacific,shifting,Austronesian,NA
tepe1278,tep,Tepecano,FALSE,-101.729,19.2343,North America,Americas,extinct,Uto-Aztecan,Mason 1917
tepe1279,cnt,Tepetotutla Chinantec,FALSE,-96.5404,17.7115,North America,Americas,shifting,Otomanguean,Westley 1991
tepe1280,cux,Tepeuxila Cuicatec,FALSE,-96.788,17.756,North America,Americas,shifting,Otomanguean,Bradley 1991
tequ1245,unknow,Tequistlateco Chontal,FALSE,-95.59,16.4,NA,NA,extinct,Tequistlatecan,de Angulo and Freeland 1925
tera1251,ttr,Tera,FALSE,11.80953,11.0376,Africa,Africa,not endangered,Afro-Asiatic,NA
tere1278,buo,Terei,FALSE,155.745,-6.70051,Papunesia,Pacific,not endangered,South Bougainville,NA
tere1279,ter,Terena-Kinikinao-Chane,FALSE,-56.0329,-20.6614,South America,Americas,threatened,Arawakan,Bendor-Samuel 1961
teri1250,tfr,Teribe,TRUE,-82.9631,9.067,North America,Americas,shifting,Chibchan,NA
term1237,twu,Termanu,FALSE,123.169,-10.7326,Papunesia,Asia,not endangered,Austronesian,NA
tern1247,tft,Ternate,TRUE,127.333,0.80562,Papunesia,Asia,shifting,North Halmahera,Hayami-Allen 2001
tern1248,tmg,Ternateño,FALSE,120.72,14.28,Papunesia,Asia,extinct,Indo-European,Sippola 2013
teso1249,teo,Teso,FALSE,33.9394,1.18321,Africa,Africa,not endangered,Nilotic,NA
tete1251,nhg,Tetelcingo Nahuatl,TRUE,-98.893,18.8854,North America,Americas,threatened,Uto-Aztecan,NA
tetu1245,tet,Tetum,TRUE,125.528,-9.11217,Papunesia,Asia,not endangered,Austronesian,van Klinken 1999
tetu1246,tdt,Tetun Dili,TRUE,125.583,-8.58405,Papunesia,Asia,not endangered,Austronesian,NA
tewa1260,tew,Rio Grande Tewa,FALSE,-106.124,35.9053,North America,Americas,shifting,Kiowa-Tanoan,Speirs 1966
texi1237,poq,Texistepec Popoluca,FALSE,-94.8076,17.8926,North America,Americas,nearly extinct,Mixe-Zoque,Reilly 2002
thad1238,tcz,Thado Chin,TRUE,93.722,24.096,Eurasia,Asia,moribund,Sino-Tibetan,NA
thai1261,tha,Thai,TRUE,100.671,14.192,Eurasia,Asia,not endangered,Tai-Kadai,NA
than1259,thf,Thangmi,TRUE,85.7657,28.7554,Eurasia,Asia,shifting,Sino-Tibetan,NA
thao1240,ssf,Thao,FALSE,120.93,23.8333,Papunesia,Asia,nearly extinct,Austronesian,NA
thar1283,thk,Tharaka,FALSE,38.073,-0.13221,Africa,Africa,not endangered,Atlantic-Congo,NA
thay1249,thd,Thayore,FALSE,142.034,-14.8159,Australia,Pacific,shifting,Pama-Nyungan,NA
thom1243,thp,Thompson,TRUE,-120.193,50.1668,North America,Americas,moribund,Salishan,NA
thoo1240,tou,Tho,TRUE,105.363,19.3563,Eurasia,Asia,not endangered,Austroasiatic,NA
thul1246,tdh,Thulung,TRUE,87.6063,27.5389,Eurasia,Asia,moribund,Sino-Tibetan,NA
thur1254,tbh,Thurawal,FALSE,147.475,-35.2853,Australia,Pacific,nearly extinct,Pama-Nyungan,Mathews 1901
tibe1272,bod,Tibetan,FALSE,90.1872,28.3681,Eurasia,Asia,not endangered,Sino-Tibetan,NA
ticu1245,tca,Ticuna,FALSE,-69.8723,-3.66289,South America,Americas,threatened,Ticuna-Yuri,NA
tido1248,tvo,Tidore,TRUE,127.746,0.02461,Papunesia,Asia,not endangered,North Halmahera,NA
tief1244,unknow,Tiefo-Nyafogo-Numudara,FALSE,-4.45,10.85,NA,NA,nearly extinct,Atlantic-Congo,"Heath, Ouattara and Hantgan 2017"
tien1242,tii,Tiene,FALSE,16.4765,-2.84694,Africa,Africa,not endangered,Atlantic-Congo,NA
tifa1245,tif,Tifal,FALSE,141.293,-5.03899,Papunesia,Pacific,shifting,Nuclear Trans New Guinea,Boush 1975
tiga1245,tgc,Tigak,FALSE,150.893,-2.70951,Papunesia,Pacific,not endangered,Austronesian,Beaumont 1988
tigo1236,nza,Tigon Mbembe,FALSE,10.70849,6.983995,Africa,Africa,not endangered,Atlantic-Congo,Richter 2014
tigr1270,tig,Tigre,FALSE,38.2233,17.3494,Africa,Africa,not endangered,Afro-Asiatic,NA
tigr1271,tir,Tigrinya,FALSE,38.9266,15.3359,Africa,Africa,not endangered,Afro-Asiatic,NA
tikh1243,unknow,Tikhak,FALSE,NA,NA,NA,NA,NA,Sino-Tibetan,Rekhung 1988
tiko1237,tkp,Tikopia,FALSE,168.822,-12.2766,Papunesia,Pacific,not endangered,Austronesian,NA
till1254,til,Tillamook,FALSE,-122.769,44.0924,North America,Americas,extinct,Salishan,Edel 1939
tilu1238,tij,Tilung,TRUE,86.4694,27.2203,Eurasia,Asia,nearly extinct,Sino-Tibetan,Opgenort 2014
tima1241,tms,Tima,FALSE,29.1632,11.7176,Africa,Africa,shifting,Katla-Tima,NA
timb1251,tim,Timbe,FALSE,147.057,-6.06875,Papunesia,Pacific,not endangered,Nuclear Trans New Guinea,NA
timn1235,tem,Timne,FALSE,-12.3331,8.90294,Africa,Africa,not endangered,Atlantic-Congo,NA
timo1258,tvy,Timor Pidgin,FALSE,125.59,-8.65995,Papunesia,Asia,extinct,Indo-European,Baxter 1990
timu1245,tjm,Timucua,FALSE,-82.3132,30.3027,North America,NA,extinct,NA,Granberry 1993
timu1262,tih,Timugon Murut,TRUE,115.826,5.1796,Papunesia,Asia,threatened,Austronesian,Prentice 1971
tina1246,lbf,Tinani,FALSE,77.9912,32.2852,Eurasia,Asia,shifting,Sino-Tibetan,Sharma 1992
tira1253,tra,Tirahi,FALSE,69.5901,34.1792,Eurasia,Asia,extinct,Indo-European,Morgenstierne 1934
tira1254,tic,Tira,FALSE,30.8092,11.0963,Africa,Africa,not endangered,Heibanic,NA
tira1258,tde,Tiranige Diga Dogon,FALSE,-3.7,14.76,Africa,NA,shifting,Dogon,Heath 2014
tiri1258,cir,Tiri-Mea,FALSE,165.792,-21.8147,Papunesia,Pacific,shifting,Austronesian,Osumi 1995
tita1241,ttv,Titan,FALSE,146.888,-2.18168,Papunesia,Pacific,not endangered,Austronesian,NA
tivv1240,tiv,Tiv,FALSE,9.26287,6.88039,Africa,Africa,not endangered,Atlantic-Congo,NA
tiwa1253,lax,Tiwa (India),TRUE,92.2583,26.0667,Eurasia,Asia,threatened,Sino-Tibetan,Muchahary 2014
